OBJECTID,TRANSCODE,TC_METHOD,NAME,UNIQUE_ID,LAKE_NAME,NEW_KEY,X_COORD,Y_COORD,COMID,FDATE,GNIS_ID,GNIS_NAME,REACHCODE,FTYPE,FCODE,CI_TR,PU_CODE
53267,kazoo17876,spatjoin,Lawrence Lake,57183,Lawrence Lake,8-168,553297.8235,210236.0662,152517876,2/9/07,630216,Lawrence Lake,4.05E+12,390,39004,17876,kazoo
53268,kazoo17994,spatjoin,Ruppert Lake,57820,Ruppert Lake,39-129,521789.366,206345.4214,152517994,2/9/07,636382,Ruppert Lake,4.05E+12,390,39004,17994,kazoo
53269,kazoo17840,spatjoin,,57030,no name,8-171,550639.1833,210959.1391,152517840,2/9/07,,,4.05E+12,390,39004,17840,kazoo
53273,kazoo17856,spatjoin,Mud Lake,57114,Mud Lake,8-100,566162.7768,210604.0621,152517856,2/9/07,632921,Mud Lake,4.05E+12,390,39004,17856,kazoo
53278,kazoo17981,spatjoin,Clear Lake,57711,Clear Lake,80-1,514896.8068,206725.2381,152517981,2/9/07,623410,Clear Lake,4.05E+12,390,39004,17981,kazoo
53283,kazoo17940,spatjoin,Foster Lake,70019,Foster Lake,13-143,565253.7075,207890.8984,152517940,2/9/07,626313,Foster Lake,4.05E+12,390,39004,17940,kazoo
53288,kazoo18021,spatjoin,,57975,no name,13-151,561441.9545,205573.6638,152518021,2/9/07,,,4.05E+12,390,39004,18021,kazoo
53289,kazoo17890,spatjoin,Miller Lake,57254,Miller Lake,8-234,541744.2522,209593.5895,152517890,2/9/07,632378,Miller Lake,4.05E+12,390,39004,17890,kazoo
53301,kazoo18129,spatjoin,Lake of the Woods,58613,"Woods, Lake of the",13-36,588342.3617,202171.709,152518129,2/10/07,1616796,Lake of the Woods,4.05E+12,390,39004,18129,kazoo
53309,kazoo17854,spatjoin,,57109,no name,23-170,578513.0109,210641.2014,152517854,2/9/07,,,4.05E+12,390,39004,17854,kazoo
53316,kazoo17859,spatjoin,,57124,no name,23-34,580012.7322,210574.398,152517859,2/9/07,,,4.05E+12,390,39004,17859,kazoo
53318,kazoo18073,spatjoin,,58281,no name,39-102,544143.0157,203971.2099,152518073,2/10/07,,,4.05E+12,390,39004,18073,kazoo
53319,kazoo17952,spatjoin,Wolf Lake,57628,Wolf Lake,13-89,573328.3643,207446.4877,152517952,2/9/07,1616693,Wolf Lake,4.05E+12,390,39004,17952,kazoo
53324,kazoo17980,spatjoin,,57773,no name,39-89,542258.3826,206669.5837,152517980,2/9/07,,,4.05E+12,390,39004,17980,kazoo
53329,kazoo17930,spatjoin,Pickliss Lake,57511,Pickliss Lake,8-113,558816.2491,208320.9485,152517930,2/9/07,634814,Pickliss Lake,4.05E+12,390,39004,17930,kazoo
53330,kazoo18049,spatjoin,Clear Lake,58117,Clear Lake,13-105,574650.6932,204718.3209,152518049,2/10/07,623409,Clear Lake,4.05E+12,390,39004,18049,kazoo
53331,kazoo17862,spatjoin,Cook Lake,57139,Cook Lake,8-235,538767.0284,210429.1881,152517862,2/9/07,623737,Cook Lake,4.05E+12,390,39004,17862,kazoo
53332,kazoo17841,spatjoin,Marshall Lake,57039,Marshall Lake,8-165,554335.5141,211111.5768,152517841,2/9/07,,,4.05E+12,390,39004,17841,kazoo
53339,kazoo18067,spatjoin,Kirby Lake,58238,Kirby Lake,13-173,559840.0829,204344.3891,152518067,2/10/07,629757,Kirby Lake,4.05E+12,390,39004,18067,kazoo
53346,kazoo18030,spatjoin,Murry Lake,58016,Murry Lake,39-132,523064.9824,205330.4013,152518030,2/10/07,,,4.05E+12,390,39004,18030,kazoo
53351,kazoo17900,spatjoin,Pine Lake,57317,Pine Lake,23-22,587152.8885,208959.3475,152517900,2/9/07,634957,Pine Lake,4.05E+12,390,39004,17900,kazoo
53352,kazoo17956,spatjoin,Wabascon Lake,70017,Wabascon Lake,13-144,564267.7228,207214.164,152517956,2/9/07,1615641,Wabascon Lake,4.05E+12,390,39004,17956,kazoo
53356,kazoo17858,spatjoin,,57120,no name,23-171,578808.2131,210646.7227,152517858,2/9/07,,,4.05E+12,390,39004,17858,kazoo
53359,kazoo17898,spatjoin,,57289,no name,8-178,548298.4258,209430.0764,152517898,2/9/07,,,4.05E+12,390,39004,17898,kazoo
53362,kazoo18016,spatjoin,Wiegands Lake,57964,Wiegands Lake,13-104,574827.092,205754.5945,152518016,2/9/07,1616419,Wiegands Lake,4.05E+12,390,39004,18016,kazoo
53363,kazoo17973,spatjoin,Buell Lake,57734,Buell Lake,80-4,513696.2634,206852.0017,152517973,2/9/07,622205,Buell Lake,4.05E+12,390,39004,17973,kazoo
53364,kazoo17934,spatjoin,Mud Lake,57513,Mud Lake,13-47,579525.6186,207970.9986,152517934,2/9/07,632920,Mud Lake,4.05E+12,390,39004,17934,kazoo
53368,kazoo17866,spatjoin,,57166,no name,8-230,543970.5027,210317.6645,152517866,2/9/07,,,4.05E+12,390,39004,17866,kazoo
53371,kazoo17985,spatjoin,Twin Lakes,57792,Twin Lakes,80-34,507317.1668,206640.0406,152517985,2/9/07,1615253,Twin Lakes,4.05E+12,390,39004,17985,kazoo
53377,kazoo17946,spatjoin,Muskrat Lake,57609,Muskrat Lake,Mar-64,506883.4099,207144.6802,152517946,2/9/07,633173,Muskrat Lake,4.05E+12,390,39004,17946,kazoo
53379,kazoo17838,spatjoin,Lake Doster,57002,Lake Doster,3-453,536790.4086,210950.0111,152517838,2/9/07,624811,Lake Doster,4.05E+12,390,39004,17838,kazoo
53380,kazoo18059,spatjoin,,58161,no name,13-170,561805.0234,204663.6234,152518059,2/10/07,,,4.05E+12,390,39004,18059,kazoo
53383,kazoo18082,spatjoin,,58361,no name,39-365,546909.9324,203641.8815,152518082,2/10/07,,,4.05E+12,390,39004,18082,kazoo
53386,kazoo17915,spatjoin,Strewins Lake,57443,Strewins Lake,8-181,556368.2915,208764.9288,152517915,2/9/07,638953,Strewins Lake,4.05E+12,390,39004,17915,kazoo
53387,kazoo17999,spatjoin,Goslins Lake,57880,Goslins Lake,39-20,554486.9296,206118.6786,152517999,2/9/07,,,4.05E+12,390,39004,17999,kazoo
53388,kazoo18057,spatjoin,Barbour Lake,58171,Barbour Lake,39-131,523159.0557,204668.2879,152518057,2/10/07,620588,Barbour Lake,4.05E+12,390,39004,18057,kazoo
53390,kazoo17901,spatjoin,Grass Lake,57333,Grass Lake,Aug-44,570509.6631,209373.4309,152517901,2/9/07,627180,Grass Lake,4.05E+12,390,39004,17901,kazoo
53392,kazoo17987,spatjoin,Garfield Lake,57779,Garfield Lake,13-50,585951.1302,206555.2769,152517987,2/9/07,626656,Garfield Lake,4.05E+12,390,39004,17987,kazoo
53399,kazoo18013,spatjoin,Big Marsh Lake,57911,Big Marsh Lake,13-48,582798.5205,205391.9156,152518013,2/9/07,621335,Big Marsh Lake,4.05E+12,390,39004,18013,kazoo
53400,kazoo17913,spatjoin,Little Long Lake,57427,Little Long Lake,8-242,545665.2445,208136.7151,152517913,2/9/07,630681,Little Long Lake,4.05E+12,390,39004,17913,kazoo
53401,kazoo17990,spatjoin,Bear Lake,57810,Bear Lake,13-97,567987.5345,205954.6235,152517990,2/9/07,620850,Bear Lake,4.05E+12,390,39004,17990,kazoo
53406,kazoo18010,spatjoin,Little Goose Lake,70023,Little Goose Lake,13-108,574194.703,205919.1049,152518010,2/9/07,,,4.05E+12,390,39004,18010,kazoo
53407,kazoo18010,spatjoin,Goose Lake,70024,Goose Lake,13-107,574331.8033,205740.4567,152518010,2/9/07,,,4.05E+12,390,39004,18010,kazoo
53409,kazoo17971,spatjoin,Hillman Lake,57737,Hillman Lake,80-5,512884.7793,206892.8455,152517971,2/9/07,632417,Hillman Lake,4.05E+12,390,39004,17971,kazoo
53410,kazoo17853,spatjoin,,57094,no name,8-768,561442.2316,210665.3415,152517853,2/9/07,,,4.05E+12,390,39004,17853,kazoo
53411,bisle86821,spatjoin,Lake Muskoday,58234,"Muskoday, Lake",82-152,749453.3976,204287.4841,149286821,6/22/06,633169,Lake Muskoday,4.09E+12,390,39004,86821,bisle
53412,bisle86854,spatjoin,Lake Tacoma,58540,"Tacoma, Lake",82-155,747830.6672,202705.5005,149286854,6/22/06,1614531,Lake Tacoma,4.09E+12,390,39004,86854,bisle
53415,grand68669,spatjoin,Fine Lake,57003,Fine Lake,Aug-84,558164.1637,210746.9127,157068669,6/7/07,625954,Fine Lake,4.05001E+12,390,39004,68669,grand
53417,grand94785,spatjoin,Twin Lakes,58277,Twin Lake (east),38-39,637013.4874,203944.5741,152094785,1/6/07,,,4.05E+12,390,39004,94785,grand
53419,grand94763,spatjoin,Batteese Lake,57667,Batteese Lake,38-35,637835.664,206823.3993,152094763,1/6/07,620752,Batteese Lake,4.05E+12,390,39004,94763,grand
53422,grand94774,spatjoin,Long Lake,58084,Long Lake,38-48,632909.335,205105.3409,152094774,1/6/07,,,4.05E+12,390,39004,94774,grand
53423,grand94793,spatjoin,Trumbull Lake,58454,Trumbull Lake,38-52,632993.2082,203180.462,152094793,1/6/07,1615139,Trumbull Lake,4.05E+12,390,39004,94793,grand
53427,grand94801,spatjoin,Winnewana Impoundment,58517,Winnewana Lake,81-61,655986.0983,202108.463,152094801,1/6/07,1616638,Winnewana Impoundment,4.05E+12,390,39004,94801,grand
53428,grand94787,spatjoin,Spruce Lake,58318,Spruce Lake,81-44,654789.8588,203793.3303,152094787,1/6/07,,,4.05E+12,390,39004,94787,grand
53432,grand94777,spatjoin,Mud Lake,58130,Mud Lake,38-37,637127.9798,204871.7231,152094777,1/6/07,,,4.05E+12,390,39004,94777,grand
53434,grand94804,spatjoin,,58605,no name,38-86,615733.0604,202372.9559,152094804,1/6/07,,,4.05E+12,390,39004,94804,grand
53435,grand94764,spatjoin,Griffith Lake,57681,Griffith Lake,38-94,612575.3549,207215.0611,152094764,1/6/07,,,4.05E+12,390,39004,94764,grand
53437,grand94770,spatjoin,Leeke Lake,57842,Leeke Lake,38-7,652806.6141,206245.1723,152094770,1/6/07,,,4.05E+12,390,39004,94770,grand
53438,grand94760,spatjoin,Cooper Lake,57530,Cooper Lake,38-95,608840.8815,208045.7148,152094760,1/6/07,623787,Cooper Lake,4.05E+12,390,39004,94760,grand
53441,grand94786,spatjoin,,58289,Twin Lake (west),38-40,636780.3859,203994.1838,152094786,1/6/07,,,4.05E+12,390,39004,94786,grand
53446,grand94783,spatjoin,Montague Lakes,58229,Montague Lakes,38-97,611774.248,204208.7932,152094783,1/6/07,632591,Montague Lakes,4.05E+12,390,39004,94783,grand
53447,grand94769,spatjoin,Pleasant Lake,57759,Pleasant Lake,38-34,635842.3878,206162.9079,152094769,1/6/07,635100,Pleasant Lake,4.05E+12,390,39004,94769,grand
53448,grand94791,spatjoin,Hankard Lake,58359,Hankard Lake,81-45,656032.1981,203677.8855,152094791,1/6/07,627727,Hankard Lake,4.05E+12,390,39004,94791,grand
53449,grand94761,spatjoin,Gurley Lake,57539,Gurley Lake,38-96,606323.1022,207792.9579,152094761,1/6/07,627545,Gurley Lake,4.05E+12,390,39004,94761,grand
53452,grand94775,spatjoin,Mud Lake,58089,Mud Lake,38-46,633339.7237,205115.3591,152094775,1/6/07,632917,Mud Lake,4.05E+12,390,39004,94775,grand
53454,grand94762,spatjoin,Fuller Lake,57649,Fuller Lake,38-93,613749.1198,207348.9812,152094762,1/6/07,626555,Fuller Lake,4.05E+12,390,39004,94762,grand
53455,grand94788,spatjoin,Berry Lake,58324,Berry Lake,38-152,631919.0957,203680.2568,152094788,1/6/07,621171,Berry Lake,4.05E+12,390,39004,94788,grand
53458,grand94771,spatjoin,Markla Lake,57954,Markla Lake,38-8,650334.9843,205545.7193,152094771,1/6/07,631582,Markla Lake,4.05E+12,390,39004,94771,grand
53460,grand94773,spatjoin,Bartig Lake,58075,Bartig Lake,38-9,646154.5573,204972.7549,152094773,1/6/07,,,4.05E+12,390,39004,94773,grand
53461,grand94759,spatjoin,Loomis Lake,57368,Loomis Lake,23-6,607049.0349,209066.2605,152094759,1/6/07,631030,Loomis Lake,4.05E+12,390,39004,94759,grand
53462,grand94800,spatjoin,Winnewana Lake,58530,Winnewanna Lake,81-376,657580.0586,202752.7473,152094800,1/6/07,1616639,Winnewana Lake,4.05E+12,390,39004,94800,grand
53463,grand94806,spatjoin,White Lake,58577,White Lake,38-42,636127.155,202261.2685,152094806,1/6/07,1616314,White Lake,4.05E+12,390,39004,94806,grand
53483,,,Lusk Lake,58120,Lusk Lake,38-10,644248.4928,204982.2138,,,,,,,,,
53518,,,Randolph Lake,58170,Randolph Lake,38-11,644659.5808,204675.9208,,,,,,,,,
53589,detrt86840,Checked,Nankin Lake,58275,Nankin Lake,82-75,716080.5249,203904.5456,,,,,,,,,
53660,,,No Name,58390,No Name,81-60,657706.8161,203568.0376,,,,,,,,,
53735,No WB,Checked,Pendergast Lake,58513,No Name,81-411,656715.5255,202851.8986,,,,,,,,,
53784,,,Tish Lake,58603,No Name,38-22,646434.1021,202361.6846,,,,,,,,,
53839,,,Canfield Lake,58691,Canfield Lake,81-68,661180.6642,202001.1517,,,,,,,,,
53887,,,,58774,Mirror Lake,81-67,658690.2624,201504.1134,,,,,,,,,
53899,No WB,Checked,Malay Lake,58793,Malay Lake,38-43,634600.6155,201412.8625,,,,,,,,,
53910,,,Kellogg Forest Pond,58805,Kellogg Forest Pond,39-43,553992.103,201399.2489,,,,,,,,,
53960,No WB,Checked,,58884,Dexter Mill Pond,81-178,673493.0042,200558.2426,,,,,,,,,
54020,,,Grass Lake,58991,Grass Lake,39-370,540947.1512,200382.3579,,,,,,,,,
54346,River,Checked,Mill Pond,59498,Bangor Mill Pond,80-172,491145.7472,196495.3183,,,,,,,,,
54372,,,No Name,59539,No Name,81-412,692547.8364,197207.4632,,,,,,,,,
54468,huron34254,spatjoin,,59973,Second Sister Lake,81-185,681518.8958,194373.1998,145334254,2/4/06,637530,Second Sister Lake,4.09001E+12,390,39004,34254,huron
54469,huron34246,spatjoin,Pierce Lake,59596,Pierce Lake,81-162,663538.6186,196682.3039,145334246,2/4/06,634828,Pierce Lake,4.09001E+12,390,39004,34246,huron
54470,huron34061,spatjoin,Murray Lake,58965,Murray Lake,81-212,697201.8068,200380.6094,145334061,2/4/06,633150,Murray Lake,4.09001E+12,390,39004,34061,huron
54471,huron34066,spatjoin,Frain Lake,58981,Frain Lake,81-213,696519.7347,200404.6671,145334066,2/4/06,626390,Frain Lake,4.09001E+12,390,39004,34066,huron
54472,huron34055,spatjoin,,58897,no name,81-410,684835.5689,200705.5172,145334055,2/4/06,,,4.09001E+12,390,39004,34055,huron
54480,huron34031,spatjoin,,58751,no name,81-383,667087.6165,201544.1224,145334031,2/4/06,,,4.09001E+12,390,39004,34031,huron
54482,huron34046,spatjoin,McLaughlin Lake,58870,McLaughlin Lake,81-69,660751.3905,200958.6018,145334046,2/4/06,631974,McLaughlin Lake,4.09001E+12,390,39004,34046,huron
54484,huron34022,spatjoin,Long Lake,58667,Long Lake,81-58,659456.6589,201907.5016,145334022,2/4/06,630922,Long Lake,4.09001E+12,390,39004,34022,huron
54485,huron34244,spatjoin,,59590,no name,81-195,683384.384,196767.8473,145334244,2/4/06,,,4.09001E+12,390,39004,34244,huron
54490,huron34229,spatjoin,Nordman Lake,59277,Nordman Lake,81-173,670393.503,198699.3636,145334229,2/4/06,633456,Nordman Lake,4.09001E+12,390,39004,34229,huron
54493,huron34075,spatjoin,Crooked Lake,59139,Crooked Lake,81-147,655341.688,198894.7837,145334075,2/4/06,624093,Crooked Lake,4.09001E+12,390,39004,34075,huron
54494,huron34243,spatjoin,,59574,no name,81-406,693685.5571,196951.6487,145334243,2/4/06,,,4.09001E+12,390,39004,34243,huron
54498,huron34239,spatjoin,Doyle Lake,59383,Doyle Lake,81-159,657330.8822,197924.132,145334239,2/4/06,624862,Doyle Lake,4.09001E+12,390,39004,34239,huron
54502,huron34026,spatjoin,,58721,no name,81-188,691869.7549,201774.2485,145334026,2/4/06,,,4.09001E+12,390,39004,34026,huron
54505,huron34231,spatjoin,Cavanaugh Lake,59282,Cavanaugh Lake,81-152,656438.0662,198140.0025,145334231,2/4/06,622884,Cavanaugh Lake,4.09001E+12,390,39004,34231,huron
54508,huron34044,spatjoin,Bridgeway Lake,58876,Bridgeway Lake,81-374,679219.7316,200813.9781,145334044,2/4/06,621976,Bridgeway Lake,4.09001E+12,390,39004,34044,huron
54509,huron34063,spatjoin,Walsh Lake,58972,Walsh Lake,81-65,658067.8038,200425.4839,145334063,2/4/06,1615739,Walsh Lake,4.09001E+12,390,39004,34063,huron
54510,huron34252,spatjoin,,59896,First Sister Lake,81-184,681748.1843,194859.7903,145334252,2/4/06,626022,First Sister Lake,4.09001E+12,390,39004,34252,huron
54513,huron34235,spatjoin,Little Cedar Lake,69991,Little Cedar Lake,81-158,657720.5749,198183.4238,145334235,2/4/06,630592,Little Cedar Lake,4.09001E+12,390,39004,34235,huron
54514,huron34235,spatjoin,Cedar Lake,69990,Cedar Lake,81-157,658159.8189,197842.0766,145334235,2/4/06,630592,Little Cedar Lake,4.09001E+12,390,39004,34235,huron
54516,huron34019,spatjoin,Clarks Lake,58648,Clarks Lake,81-57,660466.2478,202163.9415,145334019,2/4/06,623381,Clarks Lake,4.09001E+12,390,39004,34019,huron
54519,huron34073,spatjoin,Mill Lake,59064,Mill Lake,81-144,657239.824,199439.6132,145334073,2/4/06,632327,Mill Lake,4.09001E+12,390,39004,34073,huron
54520,huron34226,spatjoin,Spring Lake,59193,Spring Lake,81-146,656418.3114,199068.2595,145334226,2/4/06,638572,Spring Lake,4.09001E+12,390,39004,34226,huron
54522,huron34029,spatjoin,Cassidy Lake,58730,Cassidy Lake,81-64,658073.6747,201550.7337,145334029,2/4/06,622856,Cassidy Lake,4.09001E+12,390,39004,34029,huron
54523,huron34071,spatjoin,,59027,no name,81-378,666412.9383,199897.8224,145334071,2/4/06,,,4.09001E+12,390,39004,34071,huron
54524,huron34059,spatjoin,Green Oak Lake,58947,Green Oak Lake,81-375,679371.6155,200530.9218,145334059,2/4/06,627321,Green Oak Lake,4.09001E+12,390,39004,34059,huron
54526,huron34041,spatjoin,Fourmile Lake,58826,Fourmile Lake,81-102,667084.1882,200563.185,145334041,2/4/06,626339,Fourmile Lake,4.09001E+12,390,39004,34041,huron
54527,huron34256,spatjoin,,60020,Third Sister Lake,81-186,680786.6507,194137.5684,145334256,2/4/06,,,4.09001E+12,390,39004,34256,huron
54545,stjom35793,spatjoin,School Section Lake,60103,School Section Lake,80-165,504423.7199,193518.4299,155635793,5/13/07,637414,School Section Lake,4.05E+12,390,39009,35793,stjom
54546,stjom35794,spatjoin,Round Lake,60197,Round Lake,80-164,505187.1829,193195.0757,155635794,5/13/07,636282,Round Lake,4.05E+12,390,39004,35794,stjom
54547,stjom35741,spatjoin,,58702,no name,80-329,508766.1747,201898.6869,155635741,5/13/07,,,4.05E+12,390,39004,35741,stjom
54549,stjom35763,spatjoin,Fish Lake,59531,Fish Lake,80-107,515744.6294,197016.6571,155635763,5/13/07,626034,Fish Lake,4.05E+12,390,39009,35763,stjom
54552,stjom35766,spatjoin,Smith Lake,59326,Smith Lake,80-58,502376.7114,198367.5745,155635766,5/13/07,638159,Smith Lake,4.05E+12,390,39004,35766,stjom
54553,stjom35767,spatjoin,West Lake,59537,West Lake,80-109,512899.1047,197087.6834,155635767,5/13/07,1616131,West Lake,4.05E+12,390,39009,35767,stjom
54555,stjom35769,spatjoin,East Lake,59619,East Lake,80-108,514547.8115,196663.0058,155635769,5/13/07,625206,East Lake,4.05E+12,390,39004,35769,stjom
54556,stjom35772,spatjoin,Markley Lake,59677,Markley Lake,80-110,510513.0745,196306.3358,155635772,5/13/07,631581,Markley Lake,4.05E+12,390,39009,35772,stjom
54558,stjom35775,spatjoin,Chase Lake,59745,Chase Lake,80-161,505208.8186,195876.2535,155635775,5/13/07,623125,Chase Lake,4.05E+12,390,39004,35775,stjom
54559,stjom35776,spatjoin,Wolf Lake,59966,Wolf Lake,80-116.1,517430.2255,194287.1207,155635776,5/13/07,1616692,Wolf Lake,4.05E+12,390,39009,35776,stjom
54561,stjom35778,spatjoin,Mud Lake,60104,Mud Lake,39-224,521073.7147,193709.5097,155635778,5/13/07,632911,Mud Lake,4.05E+12,390,39004,35778,stjom
54562,stjom35779,spatjoin,Wolf Lake,60095,Wolf Lake,80-117-141,517197.1322,193581.2017,155635779,5/13/07,,,4.05E+12,436,43601,35779,stjom
54566,stjom35743,spatjoin,Turkey Lake,58868,Turkey Lake,80-28,511538.6165,200850.0284,155635743,5/13/07,1615177,Turkey Lake,4.05E+12,390,39004,35743,stjom
54567,stjom35744,spatjoin,Tamarack Lake,58930,Tamarack Lake,80-20,514060.7326,200594.9797,155635744,5/13/07,1614561,Tamarack Lake,4.05E+12,390,39004,35744,stjom
54568,stjom35745,spatjoin,Hawk Lake,58907,Hawk Lake,80-25,513048.0306,200719.3237,155635745,5/13/07,627953,Hawk Lake,4.05E+12,390,39004,35745,stjom
54569,stjom35746,spatjoin,Hemlock Lake,59006,Hemlock Lake,80-23,513637.0316,200218.214,155635746,5/13/07,628084,Hemlock Lake,4.05E+12,390,39004,35746,stjom
54570,stjom35748,spatjoin,Martin Lake,58840,Martin Lake,80-56,505670.2357,200763.0804,155635748,5/13/07,631658,Martin Lake,4.05E+12,390,39009,35748,stjom
54571,stjom35749,spatjoin,Tin Cup Lake,59020,Tin Cup Lake,80-22,513926.3636,200207.9048,155635749,5/13/07,1614875,Tin Cup Lake,4.05E+12,390,39004,35749,stjom
54573,stjom35751,spatjoin,Bullhead Lake,59050,Bullhead Lake,80-24,513351.8679,200002.3783,155635751,5/13/07,622228,Bullhead Lake,4.05E+12,390,39004,35751,stjom
54574,stjom35752,spatjoin,Brandywine Lake,59042,Brandywine Lake,80-27,511851.3831,199838.2651,155635752,5/13/07,621898,Brandywine Lake,4.05E+12,390,39009,35752,stjom
54581,stjom35760,spatjoin,Thayer Lake,59131,Thayer Lake,80-57,505453.1932,199518.3932,155635760,5/13/07,1614700,Thayer Lake,4.05E+12,390,39004,35760,stjom
54583,stjom35762,spatjoin,North Lake,59344,North Lake,80-30,514324.892,198001.4494,155635762,5/13/07,633591,North Lake,4.05E+12,390,39009,35762,stjom
54587,kazoo18287,spatjoin,,59666,Spring Lake,39-206,536460.3344,196034.1401,152518287,2/10/07,,,4.05E+12,390,39004,18287,kazoo
54588,kazoo18166,spatjoin,Gordon Lake,58895,Gordon Lake,13-19,602515.6719,200701.3635,152518166,2/10/07,626992,Gordon Lake,4.05E+12,390,39004,18166,kazoo
54591,bkmac74939,spatjoin,North Scott Lake,59403,North Scott Lake,80-84,499990.7738,197760.9794,152274939,1/21/07,633645,North Scott Lake,4.05E+12,390,39004,74939,bkmac
54596,bkmac74945,spatjoin,South Scott Lake,59522,South Scott Lake,80-84S,499688.468,197070.2931,152274945,1/21/07,637473,South Scott Lake,4.05E+12,390,39004,74945,bkmac
54597,bkmac74960,spatjoin,Lake Fourteen,60030,"Fourteen, Lake",80-177,498427.2458,194023.8705,152274960,1/21/07,626342,Lake Fourteen,4.05E+12,390,39004,74960,bkmac
54602,kazoo18298,spatjoin,,59712,no name,13-274,582514.9348,196083.1925,152518298,2/10/07,,,4.05E+12,390,39004,18298,kazoo
54603,kazoo18199,spatjoin,,59167,Twin Lake (north),39-367,528224.5709,199289.7808,152518199,2/10/07,,,4.05E+12,390,39004,18199,kazoo
54607,kazoo18175,spatjoin,Sherman Lake,58957,Sherman Lake,39-62,550098.6815,200074.5987,152518175,2/10/07,637765,Sherman Lake,4.05E+12,390,39004,18175,kazoo
54608,kazoo18247,spatjoin,Stears Lake,59466,Stears Lake,39-192,538651.9834,197661.0735,152518247,2/10/07,638770,Stears Lake,4.05E+12,390,39004,18247,kazoo
54613,kazoo18327,spatjoin,Rothrick Lake,59828,Rothrick Lake,13-238,590475.7813,195236.9924,152518327,2/10/07,,,4.05E+12,390,39004,18327,kazoo
54619,bkmac74950,spatjoin,,59700,Abernathy Lake,80-158,500861.4964,196218.8965,152274950,1/21/07,619793,Abernathy Lake,4.05E+12,390,39004,74950,bkmac
54621,bkmac74928,spatjoin,Upper Jeptha Lake,59060,Upper Jeptha Lake,80-76,499046.5273,199637.7603,152274928,1/21/07,1615405,Upper Jeptha Lake,4.05E+12,390,39004,74928,bkmac
54628,kazoo18153,spatjoin,Story Lake,58791,Story Lake,80-15,513968.7562,201363.0502,152518153,2/10/07,638926,Story Lake,4.05E+12,390,39004,18153,kazoo
54631,bkmac74921,spatjoin,Stillwell Lake,58932,Stillwell Lake,80-78,498585.6202,200578.8819,152274921,1/21/07,638848,Stillwell Lake,4.05E+12,390,39004,74921,bkmac
54635,kazoo18301,spatjoin,Lower Mill Pond,59734,Lower Mill Pond,13-358,567306.9901,195818.3875,152518301,2/10/07,,,4.05E+12,390,39004,18301,kazoo
54637,kazoo18313,spatjoin,Winnipeg Lake,59746,Winnipeg Lake,13-203,597870.6938,195601.3626,152518313,2/10/07,,,4.05E+12,390,39004,18313,kazoo
54642,kazoo18143,spatjoin,,58731,no name,39-111,547810.9011,201724.2101,152518143,2/10/07,,,4.05E+12,390,39004,18143,kazoo
54659,kazoo18186,spatjoin,Potter Lake,59038,Potter Lake,13-77,585201.9327,199543.7576,152518186,2/10/07,,,4.05E+12,390,39004,18186,kazoo
54662,kazoo18289,spatjoin,Cole Lake,59673,Cole Lake,13-326,576154.6408,196302.219,152518289,2/10/07,623589,Cole Lake,4.05E+12,390,39004,18289,kazoo
54664,kazoo18274,spatjoin,Averill Lake,59592,Averill Lake,39-202,537297.626,196809.1749,152518274,2/10/07,620379,Averill Lake,4.05E+12,390,39004,18274,kazoo
54665,kazoo18189,spatjoin,,59045,Three Lakes (west),39-115,546116.19,199952.6704,152518189,2/10/07,,,4.05E+12,390,39004,18189,kazoo
54682,kazoo18306,spatjoin,Mud Lake,59748,Mud Lake,13-264,578355.7059,195745.8695,152518306,2/10/07,632912,Mud Lake,4.05E+12,390,39004,18306,kazoo
54684,kazoo18288,spatjoin,Dexter Lake,59668,Dexter Lake,13-318,571722.9337,196374.0729,152518288,2/10/07,624627,Dexter Lake,4.05E+12,390,39004,18288,kazoo
54686,kazoo18229,spatjoin,,59286,Twin Lake (south),39-369,528414.2574,198634.3406,152518229,2/10/07,,,4.05E+12,390,39004,18229,kazoo
54687,kazoo18259,spatjoin,Eagle Lake,59456,Eagle Lake,39-145,555866.706,197503.8162,152518259,2/10/07,625083,Eagle Lake,4.05E+12,390,39004,18259,kazoo
54692,kazoo18277,spatjoin,Hall Lake,59610,Hall Lake,13-316,571943.481,196681.0674,152518277,2/10/07,627650,Hall Lake,4.05E+12,390,39004,18277,kazoo
54693,kazoo18173,spatjoin,,58855,Three Lakes (east),39-113,547348.2936,200598.9116,152518173,2/10/07,,,4.05E+12,390,39004,18173,kazoo
54694,kazoo18300,spatjoin,,59696,no name,39-193,541823.1509,196142.7441,152518300,2/10/07,,,4.05E+12,390,39004,18300,kazoo
54705,kazoo18138,spatjoin,Mud Lakes,58664,Mud Lake (West),39-134,525002.1083,202065.4176,152518138,2/10/07,633083,Mud Lakes,4.05E+12,390,39004,18138,kazoo
54706,kazoo18130,spatjoin,Pardy Lake,58650,Pardy Lake,13-37,586724.9799,202165.1408,152518130,2/10/07,634360,Pardy Lake,4.05E+12,390,39004,18130,kazoo
54716,kazoo18152,spatjoin,Clark Lake,70029,Clark Lake,13-18,602662.4449,201392.6241,152518152,2/10/07,,,4.05E+12,390,39004,18152,kazoo
54726,bkmac74955,spatjoin,Merriman Lake,59893,Merriman Lake,80-188,486040.7301,194830.6852,152274955,1/21/07,632135,Merriman Lake,4.05E+12,390,39004,74955,bkmac
